ID	name	disease	gene_count	gene_total	gene_ratio	p_value	genes	p_adjust
HP:0003224	Increased cellular sensitivity to UV light	Distrofia de Retina	2	926	0.00215982721382289	1.16313824873238e-224	ERCC8,UVSSA	2.47344909220233e-223
HP:0008197	Absence of pubertal development	Distrofia de Retina	2	926	0.00215982721382289	7.72737038693974e-228	ESR1,WDR11	1.69514104067183e-226
HP:0000078	Abnormality of the genital system	Distrofia de Retina	2	926	0.00215982721382289	2.49396413981023e-06	ETFA,SOX5	7.11975516077331e-06
HP:0011409	Abnormal placental membrane morphology	Distrofia de Retina	4	926	0.00431965442764579	6.19588052653498e-37	FERMT1,GLE1,SMARCAD1,TP63	3.50875408078774e-36
HP:0001978	Extramedullary hematopoiesis	Distrofia de Retina	7	926	0.00755939524838013	3.52135725995407e-196	FGFR2,HBB,JAK2,LBR,MPL,SPTA1,SPTB	6.16681389054141e-195
HP:0040111	Bilateral external ear deformity	Distrofia de Retina	1	926	0.00107991360691145	9.07259894182868e-71	FIG4	7.32840937781821e-70
HP:0010471	Oligosacchariduria	Distrofia de Retina	1	926	0.00107991360691145	0.0038549974990501	FUCA1	0.00936342049885829
HP:0002814	Abnormality of the lower limb	Distrofia de Retina	3	926	0.00323974082073434	1.10547241359585e-14	GLMN,MMP13,MMP9	4.14353329124775e-14
HP:0045026	Abnormality of the mediastinum	Distrofia de Retina	2	926	0.00215982721382289	1.05312961283635e-102	GLMN,PIK3CA	1.11407213865531e-101
HP:0003761	Calcinosis	Distrofia de Retina	3	926	0.00323974082073434	1.8526208664492e-45	GNAS,LBR,RECQL4	1.19902543033544e-44
HP:0000828	Abnormality of the parathyroid gland	Distrofia de Retina	2	926	0.00215982721382289	9.388556562678e-293	GNAS,PTEN	2.96450786009408e-291
HP:0045027	Abnormality of the thoracic cavity	Distrofia de Retina	2	926	0.00215982721382289	0.000146688130247253	GNPTAB,LTBP1	0.000386470370967478
HP:0010473	Porphyrinuria	Distrofia de Retina	4	926	0.00431965442764579	3.9554491849868e-14	HMBS,PPOX,SLCO1B1,SLCO1B3	1.46675375471752e-13
HP:0011875	Abnormal platelet morphology	Distrofia de Retina	7	926	0.00755939524838013	4.22000147842221e-288	HPS3,JAK2,LYST,MPL,NBEAL2,SH2B3,SLC35A1	1.27456276536694e-286
HP:0002832	Calcific stippling	Distrofia de Retina	2	926	0.00215982721382289	9.51497605902251e-51	HSD17B4,PEX5	6.4380552295464e-50
HP:0003548	Subsarcolemmal accumulations of abnormally shaped mitochondria	Distrofia de Retina	3	926	0.00323974082073434	5.01071685802714e-05	ISCU,PNPT1,POLG	0.000134739792672627
HP:0002641	Peripheral thrombosis	Distrofia de Retina	2	926	0.00215982721382289	5.92651053316897e-256	JAK2,SH2B3	1.48805397001496e-254
HP:0012143	Abnormal megakaryocyte morphology	Distrofia de Retina	4	926	0.00431965442764579	1.18705795710453e-271	JAK2,MPL,SH2B3,SLC35A1	3.21276465273486e-270
HP:0100555	Asymmetric growth	Distrofia de Retina	4	926	0.00431965442764579	1.03627042920674e-179	KCNQ1,KRAS,PIK3CA,RASA1	1.61163251825884e-178
HP:0100774	Hyperostosis	Distrofia de Retina	4	926	0.00431965442764579	2.74225613302905e-129	LEMD3,LRP5,PTEN,SLCO2A1	3.40170344120985e-128
HP:0002958	Immune dysregulation	Distrofia de Retina	1	926	0.00107991360691145	0.0196755018263596	LEPR	0.0460716245012735
HP:0003573	Increased total bilirubin	Distrofia de Retina	5	926	0.00539956803455724	2.17183052376274e-23	LRP5,PFKM,POLG2,SEC63,TMEM67	9.58918392271515e-23
HP:0003688	Cytochrome C oxidase-negative muscle fibers	Distrofia de Retina	4	926	0.00431965442764579	1.50001825727639e-19	LRPPRC,POLG,POLG2,TRMU	6.25207609632799e-19
HP:0011133	Increased sensitivity to ionizing radiation	Distrofia de Retina	2	926	0.00215982721382289	6.56809237432151e-123	MRE11,PIK3CA	7.77721847050342e-122
HP:0025022	Decreased erythrocyte sedimentation rate	Distrofia de Retina	1	926	0.00107991360691145	8.80666388987079e-81	MTTP	7.6791161282388e-80
HP:0008372	Abnormality of vitamin A metabolism	Distrofia de Retina	2	926	0.00215982721382289	3.72294729573639e-29	MTTP,TCF4	1.86505340488333e-28
HP:0100514	Abnormality of vitamin E metabolism	Distrofia de Retina	2	926	0.00215982721382289	3.72294729573639e-29	MTTP,TCF4	1.86505340488333e-28
HP:0000775	Abnormality of the diaphragm	Distrofia de Retina	1	926	0.00107991360691145	0.00217865338063827	NEB	0.00534783703798605
HP:0000475	Broad neck	Distrofia de Retina	2	926	0.00215982721382289	1.05235785665265e-28	NF1,SLC2A1	5.20929637354898e-28
HP:0010300	Abnormally low-pitched voice	Distrofia de Retina	3	926	0.00323974082073434	8.37903411652455e-144	NIPBL,NSD1,SMC3	1.13389007135306e-142
HP:0005217	Duplication of internal organs	Distrofia de Retina	2	926	0.00215982721382289	1.49394356546961e-148	NIPBL,TFAP2A	2.08951569828098e-147
HP:0011730	Abnormal central sensory function	Distrofia de Retina	1	926	0.00107991360691145	3.33983122857653e-97	PIK3CA	3.31438489540642e-96
HP:0004871	Perineal fistula	Distrofia de Retina	3	926	0.00323974082073434	0.000209611926547965	PKP1,RECQL4,SYK	0.000550165308470981
HP:0010497	Sirenomelia	Distrofia de Retina	2	926	0.00215982721382289	2.16014618056065e-249	PTEN,RET	5.11561890941863e-248
HP:0009127	Abnormality of the musculature of the limbs	Distrofia de Retina	1	926	0.00107991360691145	6.65762618740259e-188	RASA1	1.10115023607516e-186
HP:0010484	Hypertrophy of the upper limb	Distrofia de Retina	1	926	0.00107991360691145	2.98904733707352e-198	RASA1	5.36997814694932e-197
HP:0100589	Urogenital fistula	Distrofia de Retina	2	926	0.00215982721382289	0.000207503261737713	RECQL4,RET	0.000545317525171997
HP:0000002	Abnormality of body height	Distrofia de Retina	2	926	0.00215982721382289	0	TMEM67,WDR11	0
HP:0200046	Cat cry	Distrofia de Retina	1	926	0.00107991360691145	8.05690090896857e-150	VPS13B	1.13449874961422e-148
HP:0004337	Abnormality of amino acid metabolism	Atrofia optica	6	153	0.0392156862745098	4.19492954346628e-32	AASS,BMPR1A,ETFDH,LMBRD1,PLOD2,PRODH	2.20763463853124e-31
HP:0002157	Azotemia	Atrofia optica	7	153	0.0457516339869281	0.000311555257666932	AASS,ACAD9,CFHR1,COL4A3,CORIN,NR1H4,PKD1	0.000808569311304964
HP:0000119	Abnormality of the genitourinary system	Atrofia optica	1	153	0.0065359477124183	0.0147310406372211	AASS	0.0346495357652018
HP:0000818	Abnormality of the endocrine system	Atrofia optica	13	153	0.0849673202614379	1.76513853925714e-78	ABCC6,CD36,CISD2,CLCNKB,DCAF17,IGFALS,LEPR,NIPBL,NR1H4,PCSK1,STAT1,STAT3,VPS13B	1.50144845543342e-77
HP:0011025	Abnormal cardiovascular system physiology	Atrofia optica	7	153	0.0457516339869281	4.24409604926542e-189	ABCC6,CLCNKB,COL1A2,COL4A1,COL5A1,COL5A2,JAK2	7.24975095628618e-188
HP:0001279	Syncope	Atrofia optica	6	153	0.0392156862745098	0	ABCC9,CACNA2D1,CLCNKB,JAK2,PIK3CA,RYR2	0
HP:0003115	Abnormal EKG	Atrofia optica	4	153	0.0261437908496732	1.53424313254243e-223	ABCC9,CACNA2D1,CLCNKB,DCAF17	3.22965928102871e-222
HP:0004359	Abnormal circulating fatty-acid concentration	Atrofia optica	2	153	0.0130718954248366	4.01583492479796e-242	ACAD9,CLCNKB	9.19670327832852e-241
HP:0003326	Myalgia	Atrofia optica	6	153	0.0392156862745098	0	ACAD9,CLCNKB,OPA1,PTPN22,SCN9A,SPTA1	0
HP:0002558	Supernumerary nipple	Atrofia optica	2	153	0.0130718954248366	4.54628742140283e-16	ACTB,MASP1	1.77424400490702e-15
HP:0010566	Hamartoma	Atrofia optica	2	153	0.0130718954248366	1.00641117413819e-41	ACTB,PTEN	6.15061843666859e-41
HP:0001507	Growth abnormality	Atrofia optica	4	153	0.0261437908496732	6.88744019269496e-16	ACTB,DIS3L2,PIK3CA,PTEN	2.66792292966102e-15
HP:0003010	Prolonged bleeding time	Atrofia optica	6	153	0.0392156862745098	3.14034378115652e-40	ADAMTSL2,CD36,COL5A1,COL5A2,JAK2,VWF	1.8592262613438e-39
HP:0003077	Hyperlipidemia	Atrofia optica	5	153	0.0326797385620915	3.44082141235977e-05	AGL,CFHR1,DCAF17,LEPR,PDE8B	9.28843500434943e-05
HP:0005957	Breathing dysregulation	Atrofia optica	2	153	0.0130718954248366	8.94172969628054e-10	AHI1,CEP290	2.88907979644165e-09
HP:0000864	Abnormality of the hypothalamus-pituitary axis	Atrofia optica	5	153	0.0326797385620915	1.21365515874323e-05	AHI1,CEP290,FANCD2,NPHP1,PTPN22	3.34115898391135e-05
HP:0012735	Cough	Atrofia optica	4	153	0.0261437908496732	9.88126520262845e-11	CCDC39,PTPN22,SCNN1G,STAT3	3.30008921190348e-10
HP:0030853	Heterotaxy	Atrofia optica	1	153	0.0065359477124183	1.51760849371591e-11	CCDC39	5.21037248913337e-11
HP:0001892	Abnormal bleeding	Atrofia optica	5	153	0.0326797385620915	8.84477950006111e-25	CD36,CISD2,FGB,HPS3,JAK2	4.0520941622239e-24
HP:0005368	Abnormality of humoral immunity	Atrofia optica	9	153	0.0588235294117647	4.65955048892005e-13	CFHR1,CISD2,DOCK8,LRBA,PSTPIP1,PTEN,RFXANK,STAT3,TFRC	1.68292950067754e-12
HP:0002270	Abnormality of the autonomic nervous system	Atrofia optica	7	153	0.0457516339869281	1.67634011167248e-11	CISD2,LRRK2,PRKN,RELN,SCN3A,SCN9A,VPS13A	5.73644136736527e-11
HP:0011869	Abnormal platelet function	Atrofia optica	2	153	0.0130718954248366	1.72021143020901e-12	CISD2,VWF	6.12806943684714e-12
HP:0000873	Diabetes insipidus	Atrofia optica	3	153	0.0196078431372549	1.74777984707555e-95	CISD2,PTEN,PTPN22	1.70204355201189e-94
HP:0000360	Tinnitus	Atrofia optica	5	153	0.0326797385620915	0	CLCNKB,EPAS1,JAK2,PIK3CA,SCN1A	0
HP:0002615	Hypotension	Atrofia optica	7	153	0.0457516339869281	1.15649045291059e-283	CLCNKB,COL5A1,COL5A2,GSN,LEPR,LRRK2,SCNN1G	3.39454380826151e-282
HP:0000841	Hyperactive renin-angiotensin system	Atrofia optica	2	153	0.0130718954248366	0	CLCNKB,SCNN1G	0
HP:0001563	Fetal polyuria	Atrofia optica	1	153	0.0065359477124183	0	CLCNKB	0
HP:0002624	Abnormal venous morphology	Atrofia optica	5	153	0.0326797385620915	4.62107593157997e-308	CLCNKB,JAK2,PIK3CA,PTEN,RASA1	1.63225800701909e-306
HP:0003201	Rhabdomyolysis	Atrofia optica	2	153	0.0130718954248366	3.45565720930346e-273	CLCNKB,TSEN2	9.86519126601152e-272
HP:0000848	Increased circulating renin level	Atrofia optica	2	153	0.0130718954248366	0	CLCNKB,SCNN1G	0
HP:0002960	Autoimmunity	Atrofia optica	7	153	0.0457516339869281	5.61209698197273e-188	CLCNKB,CORIN,DNASE1,PTEN,PTPN22,SEC23B,STAT1	9.35648808834494e-187
HP:0001622	Premature birth	Atrofia optica	9	153	0.0588235294117647	1.24643646565797e-79	CLCNKB,COL11A1,COL1A2,COL5A1,COL5A2,NEB,NIPBL,NR1H4,TSHR	1.06896032692642e-78
HP:0003394	Muscle spasm	Atrofia optica	7	153	0.0457516339869281	1.04631738240742e-258	CLCNKB,COL4A1,COL5A1,COL5A2,LRRK2,PRKN,TRPM7	2.72565678117133e-257
HP:0001944	Dehydration	Atrofia optica	4	153	0.0261437908496732	2.86489458432504e-148	CLCNKB,PKHD1,SCNN1G,STAT3	3.98029354248892e-147
HP:0001948	Alkalosis	Atrofia optica	3	153	0.0196078431372549	0	CLCNKB,NARS2,SCNN1G	0
HP:0000364	Hearing abnormality	Atrofia optica	1	153	0.0065359477124183	0.000332610930945955	COL11A1	0.000856812336330495
HP:0100261	Abnormal tendon morphology	Atrofia optica	2	153	0.0130718954248366	8.27260206149627e-23	COL1A2,PTPN22	3.62187031431896e-22
HP:0001623	Breech presentation	Atrofia optica	3	153	0.0196078431372549	2.85079834668167e-88	COL1A2,NEB,OPA1	2.65226060468063e-87
HP:0001787	Abnormal delivery	Atrofia optica	1	153	0.0065359477124183	1.90283478578351e-67	COL5A1	1.49079236600483e-66
HP:0001788	Premature rupture of membranes	Atrofia optica	2	153	0.0130718954248366	1.71602017413871e-68	COL5A1,COL5A2	1.37018622333528e-67
HP:0001939	Abnormality of metabolism/homeostasis	Atrofia optica	7	153	0.0457516339869281	4.71082828586728e-65	CYP2D6,HK1,LHB,PRODH,RETREG1,SCN9A,TSHR	3.59610481602469e-64
HP:0008214	Decreased serum estradiol	Atrofia optica	3	153	0.0196078431372549	1.68606419835494e-07	DCAF17,LEPR,PIK3CA	4.98405360194567e-07
HP:0003117	Abnormal circulating hormone concentration	Atrofia optica	4	153	0.0261437908496732	5.61114907851648e-12	DCAF17,LEPR,LHB,PIK3CA	1.96201924154838e-11
HP:0002733	Abnormality of the lymph nodes	Atrofia optica	8	153	0.0522875816993464	1.31909415205334e-31	DIS3L2,JAK2,LRBA,PSTPIP1,PTPN22,SNX10,STAT3,TBL1XR1	6.8724805321979e-31
HP:0003271	Visceromegaly	Atrofia optica	1	153	0.0065359477124183	2.05553917346639e-13	DIS3L2	7.46296800958877e-13
HP:0002045	Hypothermia	Atrofia optica	3	153	0.0196078431372549	1.28758733354949e-09	DUOX2,SCN9A,TSHR	4.13456394933303e-09
HP:0003265	Neonatal hyperbilirubinemia	Atrofia optica	3	153	0.0196078431372549	1.34942422139668e-11	DUOX2,SPTA1,TSHR	4.64059418711334e-11
HP:0100783	Breast aplasia	Atrofia optica	1	153	0.0065359477124183	2.79591627699057e-40	DYRK1A	1.66002550462916e-39
HP:0004936	Venous thrombosis	Atrofia optica	5	153	0.0326797385620915	4.34817209595214e-06	EPAS1,FGB,JAK2,PTEN,PTPN22	1.22288672712068e-05
HP:0000078	Abnormality of the genital system	Atrofia optica	1	153	0.0065359477124183	1.86170876246497e-13	ETFDH	6.77103152002966e-13
HP:0001934	Persistent bleeding after trauma	Atrofia optica	3	153	0.0196078431372549	0.00041509908288426	F13B,SERPINF2,VWF	0.00106273524414103
HP:0011889	Bleeding with minor or no trauma	Atrofia optica	1	153	0.0065359477124183	0.00659460939143459	F13B	0.0157605114354928
HP:0011884	Abnormal umbilical stump bleeding	Atrofia optica	2	153	0.0130718954248366	0.000811869908193454	F13B,SERPINF2	0.00205332146683878
HP:0012233	Intramuscular hematoma	Atrofia optica	2	153	0.0130718954248366	0.0051733874143103	F13B,SERPINF2	0.0124352241884921
HP:0011875	Abnormal platelet morphology	Atrofia optica	2	153	0.0130718954248366	3.62429374359216e-44	HPS3,JAK2	2.30275248830673e-43
HP:0002641	Peripheral thrombosis	Atrofia optica	1	153	0.0065359477124183	3.22661518862529e-53	JAK2	2.24891841240639e-52
HP:0001978	Extramedullary hematopoiesis	Atrofia optica	2	153	0.0130718954248366	2.9152929262329e-23	JAK2,SPTA1	1.27904641226723e-22
HP:0004420	Arterial thrombosis	Atrofia optica	3	153	0.0196078431372549	6.17601352315753e-94	JAK2,PTEN,PTPN22	5.93124985357617e-93
HP:0012143	Abnormal megakaryocyte morphology	Atrofia optica	1	153	0.0065359477124183	2.06897585015861e-49	JAK2	1.39088570055824e-48
HP:0000771	Gynecomastia	Atrofia optica	5	153	0.0326797385620915	4.16246293413992e-24	LEPR,LHB,PIK3CA,PTEN,SEC23B	1.86149629930206e-23
HP:0002958	Immune dysregulation	Atrofia optica	2	153	0.0130718954248366	2.58456397516178e-09	LEPR,STAT1	8.17334040096684e-09
HP:0003688	Cytochrome C oxidase-negative muscle fibers	Atrofia optica	1	153	0.0065359477124183	0.00273619837512717	LRPPRC	0.00668492076643027
HP:0000234	Abnormality of the head	Atrofia optica	6	153	0.0392156862745098	7.46239240697818e-05	LRRK2,NEB,OPA1,SBF2,TTN,VPS13B	0.000198869894835582
HP:0001612	Weak cry	Atrofia optica	3	153	0.0196078431372549	1.09666877303562e-256	NIPBL,OPA1,VPS13B	2.78714356464175e-255
HP:0012420	Meconium stained amniotic fluid	Atrofia optica	1	153	0.0065359477124183	0.00656704236610572	NR1H4	0.0157307083804188
HP:0002908	Conjugated hyperbilirubinemia	Atrofia optica	4	153	0.0261437908496732	5.89280200737594e-18	NR1H4,PKHD1,SLCO1B1,SLCO1B3	2.41744082349832e-17
HP:0011410	Caesarian section	Atrofia optica	1	153	0.0065359477124183	0	OPA1	0
HP:0003737	Mitochondrial myopathy	Atrofia optica	1	153	0.0065359477124183	4.60941692048973e-273	OPA1	1.29811146787846e-271
HP:0009124	Abnormal adipose tissue morphology	Atrofia optica	1	153	0.0065359477124183	5.04705855833741e-05	PCSK1	0.000135542139633701
HP:0011133	Increased sensitivity to ionizing radiation	Atrofia optica	1	153	0.0065359477124183	8.55422448877614e-36	PIK3CA	4.7665785654036e-35
HP:0045026	Abnormality of the mediastinum	Atrofia optica	1	153	0.0065359477124183	8.55422448877614e-36	PIK3CA	4.7665785654036e-35
HP:0011730	Abnormal central sensory function	Atrofia optica	1	153	0.0065359477124183	8.55422448877614e-36	PIK3CA	4.7665785654036e-35
HP:0100555	Asymmetric growth	Atrofia optica	2	153	0.0130718954248366	1.02271943395798e-10	PIK3CA,RASA1	3.4047081475534e-10
HP:0002861	Melanoma	Atrofia optica	3	153	0.0196078431372549	8.2043443583345e-06	PIK3CA,PTEN,SEC23B	2.27063129386044e-05
HP:0100514	Abnormality of vitamin E metabolism	Atrofia optica	1	153	0.0065359477124183	4.16762072922594e-09	PKHD1	1.30410234229833e-08
HP:0008372	Abnormality of vitamin A metabolism	Atrofia optica	1	153	0.0065359477124183	4.16762072922594e-09	PKHD1	1.30410234229833e-08
HP:0040064	Abnormality of limbs	Atrofia optica	1	153	0.0065359477124183	1.40468041168811e-06	PKHD1	4.06576941383058e-06
HP:0100658	Cellulitis	Atrofia optica	2	153	0.0130718954248366	3.29474618833617e-18	PSTPIP1,STAT3	1.35429014920958e-17
HP:0000828	Abnormality of the parathyroid gland	Atrofia optica	1	153	0.0065359477124183	2.03431864114281e-120	PTEN	2.36844695426906e-119
HP:0000951	Abnormality of the skin	Atrofia optica	1	153	0.0065359477124183	1.40301569438957e-28	PTEN	6.91225699079873e-28
HP:0030731	Carcinoma	Atrofia optica	1	153	0.0065359477124183	1.62580489104607e-31	PTEN	8.42830197248759e-31
HP:0000464	Abnormality of the neck	Atrofia optica	1	153	0.0065359477124183	4.19005369005875e-21	PTEN	1.78935899386935e-20
HP:0010497	Sirenomelia	Atrofia optica	1	153	0.0065359477124183	1.86842258927819e-102	PTEN	1.96656195760391e-101
HP:0100774	Hyperostosis	Atrofia optica	1	153	0.0065359477124183	1.79394301871633e-48	PTEN	1.19062969777224e-47
HP:0003565	Elevated erythrocyte sedimentation rate	Atrofia optica	1	153	0.0065359477124183	3.35992406975326e-14	PTPN22	1.24814291646449e-13
HP:0100686	Enthesitis	Atrofia optica	1	153	0.0065359477124183	3.43814234516357e-17	PTPN22	1.37262234623005e-16
HP:0005521	Disseminated intravascular coagulation	Atrofia optica	3	153	0.0196078431372549	0.00420777118861934	RASA1,STAT3,TBL1XR1	0.0101846633647883
HP:0009127	Abnormality of the musculature of the limbs	Atrofia optica	1	153	0.0065359477124183	8.85246575974095e-05	RASA1	0.000234118510701778
HP:0010484	Hypertrophy of the upper limb	Atrofia optica	1	153	0.0065359477124183	2.09401244600546e-05	RASA1	5.72273160432893e-05
HP:0000152	Abnormality of head or neck	Atrofia optica	2	153	0.0130718954248366	6.93554508563363e-16	RETREG1,SCN9A	2.6815725340372e-15
HP:0040084	Abnormal circulating renin	Atrofia optica	1	153	0.0065359477124183	3.79290054746657e-08	SCNN1G	1.15224558905544e-07
HP:0040085	Abnormal circulating aldosterone	Atrofia optica	1	153	0.0065359477124183	3.11361461790382e-05	SCNN1G	8.42697774507995e-05
HP:0003655	Reduced level of N-acetylglucosaminyltransferase II	Atrofia optica	1	153	0.0065359477124183	3.64975094084274e-11	SEC23B	1.23275218163959e-10
HP:0002916	Abnormality of chromosome segregation	Atrofia optica	1	153	0.0065359477124183	9.51626560746478e-06	SEC23B	2.62674139416644e-05
HP:0010473	Porphyrinuria	Atrofia optica	2	153	0.0130718954248366	3.34159218156278e-12	SLCO1B1,SLCO1B3	1.18031832311472e-11
HP:0004370	Abnormality of temperature regulation	Atrofia optica	1	153	0.0065359477124183	0.00022228363574573	SNX10	0.000582141464539022
HP:0000834	Abnormality of the adrenal glands	Atrofia optica	1	153	0.0065359477124183	1.48375807328094e-16	TCOF1	5.87861563634502e-16
HP:0200046	Cat cry	Atrofia optica	1	153	0.0065359477124183	3.28947596476762e-08	VPS13B	1.00076903804025e-07
HP:0001941	Acidosis	Encefalopatias, DI, Epilepsia	39	545	0.0715596330275229	1.52240534066624e-07	AARS2,ABCD4,ACAD9,ACADVL,ADAMTS13,AGK,AGXT,AUH,COQ8A,DARS2,DNM1L,ELAC2,ETFDH,FARS2,FASTKD2,HADH,L2HGDH,LIG3,LMBRD1,MMACHC,MRPL3,MRPS22,NDUFAF1,NDUFAF6,NDUFS2,NFU1,NUBPL,PCCB,PDHX,PNPT1,POLG,PTPN22,RYR1,SERAC1,SLC37A4,SLC4A1,TPK1,TSFM,WDR35	4.51307642951415e-07
HP:0100758	Gangrene	Encefalopatias, DI, Epilepsia	9	545	0.0165137614678899	1.97432996334982e-78	ABCA12,ABCC6,AGXT,ERAP1,IL23R,NUMA1,PRKAR1A,PTPN22,STAT5B	1.67256245675651e-77
HP:0001622	Premature birth	Encefalopatias, DI, Epilepsia	23	545	0.0422018348623853	9.89347047208475e-41	ABCA12,BCR,BRAF,CLCN7,CLCNKA,CLCNKB,COL11A1,COL1A1,COL1A2,COL5A1,CRKL,DOCK6,FBN1,GBA,HBB,KRAS,MYH7,NEB,NIPBL,NOTCH1,PEX11B,SLC12A1,SLC17A5	5.90773423032224e-40
HP:0100806	Sepsis	Encefalopatias, DI, Epilepsia	13	545	0.0238532110091743	1.19284896715183e-95	ABCA12,ADA,AK2,ALG1,APC,BLNK,LAMB3,LAMC2,MYH11,MYLK,PIK3R1,SERAC1,TFRC	1.16708790964526e-94
HP:0001944	Dehydration	Encefalopatias, DI, Epilepsia	22	545	0.0403669724770642	2.09380703716042e-177	ABCA12,ABCC8,AK2,ATP6V0A4,BLNK,CDKN1A,CFTR,CLCNKA,CLCNKB,CYP11B2,CYP24A1,DBH,EPCAM,LAMB3,LAMC2,MMACHC,NDUFAF6,PCCB,PIK3R1,SLC12A1,SLC5A2,SPINK5	3.23221767810542e-176
HP:0001928	Abnormality of coagulation	Encefalopatias, DI, Epilepsia	6	545	0.0110091743119266	1.10607968928802e-32	ABCC2,KRAS,PEX11B,RFT1,SPRED2,TEK	5.85043165603105e-32
HP:0008609	Morphological abnormality of the middle ear	Encefalopatias, DI, Epilepsia	5	545	0.00917431192660551	1.69938169475671e-99	ABCC6,COL1A1,COL1A2,FRAS1,SYK	1.74458692210492e-98
HP:0011025	Abnormal cardiovascular system physiology	Encefalopatias, DI, Epilepsia	14	545	0.0256880733944954	1.36246098200487e-35	ABCC6,AGXT,CDH23,CLCNKB,COL1A1,COL1A2,COL4A1,COL5A1,IFIH1,JAK2,RYR1,SAMHD1,SPP1,XYLT1	7.57164983066173e-35
HP:0030878	Abnormality on pulmonary function testing	Encefalopatias, DI, Epilepsia	5	545	0.00917431192660551	1.93284750239802e-67	ABCC6,MUC5B,NDUFAF6,SFTPA2,XYLT1	1.5086345299616e-66
HP:0004379	Abnormality of alkaline phosphatase level	Encefalopatias, DI, Epilepsia	11	545	0.0201834862385321	1.03805875575025e-06	ABCC6,BCR,CLCN7,COG6,ESR1,MMEL1,MST1,RB1,SLC37A4,TCF4,TNFRSF11A	3.01717496092541e-06
HP:0001872	Abnormality of thrombocytes	Encefalopatias, DI, Epilepsia	4	545	0.0073394495412844	2.41643754483591e-68	ABCC6,PTPN22,SCN10A,SCN9A	1.92208238299162e-67
HP:0001197	Abnormality of prenatal development or birth	Encefalopatias, DI, Epilepsia	11	545	0.0201834862385321	1.92883407164274e-191	ABCC6,CALM1,CHMP2B,GTF2H5,HSPG2,KRAS,PEX11B,SCARF2,SCN10A,SPRED2,TRIP11	3.32205802091196e-190
HP:0001541	Ascites	Encefalopatias, DI, Epilepsia	18	545	0.0330275229357798	9.35939841124036e-132	ABCC6,ASAH1,BUB1,BUB1B,DOCK6,GBA,GBE1,JAK2,MMEL1,MRPS22,MST1,NOTCH1,PRKAR1A,SLC17A5,SP110,SPP1,TCF4,WDR35	1.17499917403765e-130
HP:0025015	Abnormal vascular morphology	Encefalopatias, DI, Epilepsia	35	545	0.0642201834862385	5.10563763168682e-05	ABCC6,BRAF,CD81,CFI,COL1A1,COL4A1,COL5A1,DOCK6,DOCK8,ERAP1,FANCA,FANCD2,FANCI,FANCL,FANCM,FBN1,IFIH1,IL23R,KRAS,MYH11,MYLK,NOTCH1,PCNT,PKD1,PRKAR1A,PTPN22,RASA1,SAMHD1,SCN10A,SCN9A,STAT1,SYK,TEK,TGFBR1,XRCC2	0.000136938852309335
HP:0005268	Spontaneous abortion	Encefalopatias, DI, Epilepsia	13	545	0.0238532110091743	2.40778036605144e-183	ABCC6,BIN1,F13A1,FGB,HBB,HSPG2,JAK2,RHAG,RHCE,RHD,RYR1,SERPINC1,WRN	3.9201674084775e-182
HP:0001279	Syncope	Encefalopatias, DI, Epilepsia	15	545	0.0275229357798165	0.00085048593845688	ABCC8,ACTC1,AKAP10,CACNA2D1,CALM1,CLCNKB,DBH,DSC2,FLNC,GATA4,HCRT,JAK2,MYPN,SCN10A,TRPM4	0.0021457780820147
HP:0004337	Abnormality of amino acid metabolism	Encefalopatias, DI, Epilepsia	23	545	0.0422018348623853	6.13740563770177e-05	ABCD4,BCAT2,CTH,ERCC5,ETFDH,FARS2,GCLC,LIG3,LMBRD1,MMACHC,MRPL3,MTRR,NDUFAF6,PCCB,PDHX,POLG,PRODH,QDPR,SLC1A1,SPINK5,TALDO1,TNFRSF11A,TTC37	0.000164189388305141
HP:0030872	Abnormal cardiac ventricular function	Encefalopatias, DI, Epilepsia	16	545	0.0293577981651376	8.19125103741604e-119	ABCG5,ABCG8,ACTC1,APOB,FBN1,FLNC,GATA4,LDB3,LDLR,MYH11,MYH7,MYLK,MYPN,PCSK9,TGFBR1,TTN	9.48364842331946e-118
HP:0030148	Heart murmur	Encefalopatias, DI, Epilepsia	10	545	0.018348623853211	4.26593061460601e-09	ABCG5,ABCG8,APOB,FBN1,LDLR,MYH7,NOTCH1,PCSK9,PRKAR1A,RBBP8	1.33086817377828e-08
HP:0012373	Abnormal eye physiology	Encefalopatias, DI, Epilepsia	5	545	0.00917431192660551	2.17536034148946e-21	ABCG5,ABCG8,APOB,LDLR,PCSK9	9.30893419232861e-21
HP:0004359	Abnormal circulating fatty-acid concentration	Encefalopatias, DI, Epilepsia	7	545	0.0128440366972477	5.43092187150888e-90	ACAD9,ACADVL,CLCNKA,CLCNKB,HADH,PEX11B,SLC12A1	5.09821674784888e-89
HP:0003256	Abnormality of the coagulation cascade	Encefalopatias, DI, Epilepsia	24	545	0.0440366972477064	1.02292927534406e-21	ACAD9,BRAF,CFH,CFI,F10,F13A1,F7,FGB,HADH,MST1,NBEAL2,NUMA1,PRKAR1A,RFT1,RYR1,SERAC1,SERPINC1,SLC37A4,SLC4A1,SPTA1,SPTB,STAT5B,TCF4,VWF	4.41363273254042e-21
