ID	description	disease	gene_count	gene_total	gene_ratio	genes	p_value	p_adjust
IPR013537	AcCoA_COase_cen	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	ACACA	0	0
IPR005482	Biotin_COase_C	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	ACACA	0	0
IPR011763	COA_CT_C	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	ACACA	0	0
IPR011762	COA_CT_N	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	ACACA	0	0
IPR000089	Biotin_lipoyl	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	ACACA,PDHX	0	0
IPR011764	Biotin_carboxylation_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	ACACA	0	0
IPR005479	CbamoylP_synth_lsu-like_ATP-bd	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	ACACA	0	0
IPR011761	ATP-grasp	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	ACACA	0	0
IPR006094	Oxid_FAD_bind_N	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	AGPS,DHCR24	1.00044720252625e-09	4.47074843628918e-09
IPR016166	FAD-bd_PCMH	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	AGPS,DHCR24	1.00044720252625e-09	4.47074843628918e-09
IPR019787	Znf_PHD-finger	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	AIRE,BAZ1B	5.40225477837072e-14	3.15315278900822e-13
IPR014760	Serum_albumin_N	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	ALB	1.58986560119144e-05	5.17883327950742e-05
IPR001478	PDZ	Encefalopatias, DI, Epilepsia	6	199	0.0301507537688442	ARHGEF12,LIMK1,PDLIM3,SHANK2,SNTG2,USH1C	1.65875929691119e-05	5.37874329837415e-05
IPR028942	WHIM1_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	BAZ1B	2.41808237620553e-22	1.96469193066699e-21
IPR028941	WHIM2_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	BAZ1B	2.41808237620553e-22	1.96469193066699e-21
IPR013136	WSTF_Acf1_Cbp146	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	BAZ1B	2.41808237620553e-22	1.96469193066699e-21
IPR018501	DDT_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	BAZ1B	2.41808237620553e-22	1.96469193066699e-21
IPR003605	GS_dom	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	BMPR1A,TGFBR1	0.000308353011848891	0.000843106705437694
IPR001245	Ser-Thr/Tyr_kinase_cat_dom	Encefalopatias, DI, Epilepsia	12	199	0.0603015075376884	BMPR1A,ERBB3,FLT4,FPGT-TNNI3K,JAK2,LIMK1,NTRK3,PDGFRA,RAF1,TGFBR1,TNNI3K,TYRO3	8.82712978624992e-17	5.84388684923027e-16
IPR013151	Immunoglobulin	Encefalopatias, DI, Epilepsia	4	199	0.0201005025125628	BOC,KIR2DL3,NTRK3,PDGFRA	2.53713486597737e-09	1.10951157747634e-08
IPR013098	Ig_I-set	Encefalopatias, DI, Epilepsia	9	199	0.0452261306532663	BOC,FLT4,NTRK3,OBSCN,PDGFRA,PXDN,ROBO2,TTN,TYRO3	1.26033983618514e-15	8.04591948993192e-15
IPR000436	Sushi_SCR_CCP_dom	Encefalopatias, DI, Epilepsia	4	199	0.0201005025125628	C7,CFHR1,SEZ6L2,TPO	1.96848309473343e-11	9.94675203345867e-11
IPR014868	Cadherin_pro_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	CDH13	1.58763985052598e-08	6.48664281786329e-08
IPR020454	DAG/PE-bd	Encefalopatias, DI, Epilepsia	3	199	0.0150753768844221	CHN1,PRKCH,RAF1	2.24152073539355e-25	2.41005612903216e-24
IPR000644	CBS_dom	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	CLCNKA,CLCNKB	6.4282343464607e-05	0.000198111532660319
IPR015049	Trimer_CC	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	CORO1A	1.58132211649721e-11	8.01876108720216e-11
IPR015048	DUF1899	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	CORO1A	1.58132211649721e-11	8.01876108720216e-11
IPR015388	FCP1_C	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	CTDP1	3.73139966990421e-27	4.33813132354717e-26
IPR001357	BRCT_dom	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	CTDP1,LIG3	1.20048682896533e-21	9.43239651329902e-21
IPR004274	FCP1_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	CTDP1	3.73139966990421e-27	4.33813132354717e-26
IPR011947	FCP1_euk	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	CTDP1	3.73139966990421e-27	4.33813132354717e-26
IPR001565	Synaptotagmin	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	DOC2A	0.00399060810320346	0.00930924891938164
IPR017896	4Fe4S_Fe-S-bd	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	DPYD	0.00435456621691202	0.0100113017527077
IPR000073	AB_hydrolase_1	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	EPHX2	2.1598275138093e-05	6.92500749943341e-05
IPR000340	Dual-sp_phosphatase_cat-dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	EPM2A	0.00025193557427676	0.000699549264496635
IPR020422	TYR_PHOSPHATASE_DUAL_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	EPM2A	0.00025193557427676	0.000699549264496635
IPR000387	Tyr_Pase_dom	Encefalopatias, DI, Epilepsia	6	199	0.0301507537688442	EPM2A,MTMR2,PTPRJ,PTPRN2,PTPRO,TPTE	0.0189510532138444	0.0395043820638447
IPR016137	RGS	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	GRK3,RGS7	7.15196427005305e-05	0.000217140316479318
IPR013621	Ion_trans_N	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	HCN2	2.28744695994893e-31	2.89473376347519e-30
IPR000595	cNMP-bd_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	HCN2	1.08420050067419e-10	5.16802238654697e-10
IPR012429	HGSNAT_cat	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	HGSNAT	1.12111714061164e-06	4.10024938893771e-06
IPR032176	DUF5009	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	HGSNAT	1.12111714061164e-06	4.10024938893771e-06
IPR000731	SSD	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	HMGCR	0.0158798567174792	0.0333944045676401
IPR015373	Interferon/interleukin_rcp_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	IL20RB	0.000982193267977067	0.00249031271845249
IPR013649	Integrin_alpha-2	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	ITGAM	0.000737830646715419	0.00190795266691329
IPR003959	ATPase_AAA_core	Encefalopatias, DI, Epilepsia	3	199	0.0150753768844221	KATNAL2,PEX1,RFC2	8.70956206247474e-37	1.24546737493389e-35
IPR005225	Small_GTP-bd_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	LRRK2	3.09729330792029e-71	7.90915969701074e-70
IPR020859	ROC_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	LRRK2	8.01850674718408e-95	2.79669869474957e-93
IPR032171	COR	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	LRRK2	8.01850674718408e-95	2.79669869474957e-93
IPR004182	GRAM	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	MTMR2,SBF2	0.00286329173973804	0.00682417864637566
IPR000857	MyTH4_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	MYO7A	0.0211796982312396	0.0438768306254312
IPR041075	NOD2_WH	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	NAIP	0.0117204915579603	0.0251656200118367
IPR020604	CTF/NFI_DNA-bd-dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	NFIA	4.20323672664594e-06	1.45535799494036e-05
IPR000800	Notch_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	NOTCH2	9.88685581124401e-11	4.72849625755148e-10
IPR011656	Notch_NODP_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	NOTCH2	4.64694005163911e-11	2.28354786042747e-10
IPR024600	Notch_C	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	NOTCH2	4.64694005163911e-11	2.28354786042747e-10
IPR030642	NPHP1_SH3	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	NPHP1	2.96552565045097e-09	1.28506111519542e-08
IPR031635	NTRK_LRRCT	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	NTRK3	2.92054348958944e-10	1.35596662016653e-09
IPR000483	Cys-rich_flank_reg_C	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	NTRK3,PXDN	8.88172698531936e-05	0.000267386728189614
IPR013106	Ig_V-set	Encefalopatias, DI, Epilepsia	4	199	0.0201005025125628	OBSCN,ROBO2,SIGLEC14,TTN	1.61353553043424e-13	9.1926526235895e-13
IPR004680	Cit_transptr-like_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	OCA2	4.29029194243108e-10	1.95385906932371e-09
IPR006207	Cys_knot_C	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	OTOG	7.71916335632735e-12	4.02861445238982e-11
IPR014853	Unchr_dom_Cys-rich	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	OTOG,ZAN	4.08348014897314e-06	1.42077289854783e-05
IPR005123	Oxoglu/Fe-dep_dioxygenase	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	P3H2	0.00025193557427676	0.000699549264496635
IPR015847	ExoRNase_PH_dom2	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	PNPT1	0.000755205184362462	0.00193538246171742
IPR001247	ExoRNase_PH_dom1	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	PNPT1	0.000755205184362462	0.00193538246171742
IPR015848	PNPase_PH_RNA-bd_bac/org-type	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	PNPT1	0.000755205184362462	0.00193538246171742
IPR004087	KH_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	PNPT1	0.000755205184362462	0.00193538246171742
IPR004088	KH_dom_type_1	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	PNPT1	0.000755205184362462	0.00193538246171742
IPR028146	PRKCSH_N	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	PRKCSH	6.32917925045733e-05	0.000195480050284103
IPR000523	Mg_chelatse_chII-like_cat_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	RFC2	1.53842503341028e-20	1.13399371019418e-19
IPR013748	Rep_factorC_C	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	RFC2	1.53842503341028e-20	1.13399371019418e-19
IPR040759	RGS_DHEX	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	RGS7	9.5067603424179e-25	9.5067603424179e-24
IPR015898	G-protein_gamma-like_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	RGS7	9.5067603424179e-25	9.5067603424179e-24
IPR029249	Rotatin_N	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	RTTN	0.00025193557427676	0.000699549264496635
IPR000859	CUB_dom	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	SCUBE2,SEZ6L2	3.32099115625301e-07	1.2431982600633e-06
IPR004038	Ribosomal_L7Ae/L30e/S12e/Gad45	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	SECISBP2	6.30168338118142e-11	3.05471431697947e-10
IPR001660	SAM	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	SHANK2,TP63	4.88594359165587e-08	1.94621151422504e-07
IPR013162	CD80_C2-set	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	SIGLEC14	0.000184778531529784	0.00052531471190376
IPR011657	CNT_C_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	SLC28A3	1.58132211649721e-11	8.01876108720216e-11
IPR011642	Gate_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	SLC28A3	1.58132211649721e-11	8.01876108720216e-11
IPR011615	p53_DNA-bd	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	TP63	3.85407076491836e-21	2.96307591066304e-20
IPR013568	SEFIR_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	TRAF3IP2	1.00288646287409e-06	3.70575618064586e-06
IPR003879	Butyrophylin_SPRY	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	TRIM21	6.83783494380516e-15	4.21469998691439e-14
IPR000315	Znf_B-box	Encefalopatias, DI, Epilepsia	2	199	0.0100502512562814	TRIM21,TRIM37	2.66503645963929e-11	1.33719373238042e-10
IPR003613	Ubox_domain	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	TRIM21	9.5067603424179e-25	9.5067603424179e-24
IPR020457	Znf_B-box_chordata	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	TRIM21	9.5067603424179e-25	9.5067603424179e-24
IPR000072	PDGF/VEGF_dom	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	VEGFA	2.51100659106696e-10	1.18116428461373e-09
IPR027928	VEGF_C	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	VEGFA	2.51100659106696e-10	1.18116428461373e-09
IPR031645	VPS13_C	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	VPS13A	6.32358706762676e-08	2.51186930741841e-07
IPR000873	AMP-dep_Synth/Lig	Cardiopatia	2	125	0.016	ACSF3,DIP2C	1.15574733915755e-20	8.65297746070836e-20
IPR020843	PKS_ER	Cardiopatia	1	125	0.008	ADH4	0.00311009194783005	0.00735112642214375
IPR013154	ADH_N	Cardiopatia	1	125	0.008	ADH4	0.00311009194783005	0.00735112642214375
IPR013149	ADH-like_C	Cardiopatia	1	125	0.008	ADH4	0.00311009194783005	0.00735112642214375
IPR013767	PAS_fold	Cardiopatia	2	125	0.016	AHR,SIM1	0.00403479489387261	0.00936648814648999
IPR000014	PAS	Cardiopatia	2	125	0.016	AHR,SIM1	0.00403479489387261	0.00936648814648999
IPR013655	PAS_fold_3	Cardiopatia	2	125	0.016	AHR,SIM1	0.00263710654298549	0.0063272858330021
IPR011598	bHLH_dom	Cardiopatia	2	125	0.016	AHR,SIM1	0.00746172626583005	0.0165174435915433
IPR016137	RGS	Cardiopatia	2	125	0.016	AKAP10,AXIN1	4.60100953515411e-12	2.43683097602607e-11
IPR000198	RhoGAP_dom	Cardiopatia	2	125	0.016	ARHGAP45,BCR	0.0126611729142937	0.0270634936733034
IPR031160	F_BAR	Cardiopatia	1	125	0.008	ARHGAP45	1.00815410189126e-09	4.49115378724144e-09
IPR001606	ARID_dom	Cardiopatia	1	125	0.008	ARID4A	0.000271850377363808	0.000750474979981169
IPR032101	Axin_TNKS-bd	Cardiopatia	1	125	0.008	AXIN1	1.3186356970172e-23	1.22444743294454e-22
IPR014936	Axin_b-cat-bd	Cardiopatia	1	125	0.008	AXIN1	1.3186356970172e-23	1.22444743294454e-22
IPR005821	Ion_trans_dom	Cardiopatia	4	125	0.032	CATSPER2,RYR1,TRPM1,TRPM7	4.50972426903506e-28	5.46517432603401e-27
IPR000233	Cadherin_cytoplasmic-dom	Cardiopatia	1	125	0.008	CDH15	4.58314009386612e-14	2.69707421161669e-13
IPR000885	Fib_collagen_C	Cardiopatia	1	125	0.008	COL5A1	2.13973724625764e-11	1.07740290920719e-10
IPR031717	KGD_C	Cardiopatia	1	125	0.008	DHTKD1	2.94220520942855e-24	2.76799569044923e-23
IPR005475	Transketolase-like_Pyr-bd	Cardiopatia	1	125	0.008	DHTKD1	2.94220520942855e-24	2.76799569044923e-23
IPR006176	3-OHacyl-CoA_DH_NAD-bd	Cardiopatia	1	125	0.008	EHHADH	2.40138900781368e-08	9.6732007920382e-08
IPR006108	3HC_DH_C	Cardiopatia	1	125	0.008	EHHADH	2.40138900781368e-08	9.6732007920382e-08
IPR014883	VRR_NUC	Cardiopatia	1	125	0.008	FAN1	0.000615183137241188	0.00160531366104909
IPR001715	CH-domain	Cardiopatia	2	125	0.016	FLNC,SPECC1	0.000509876131445199	0.00135273259363012
IPR000083	Fibronectin_type1	Cardiopatia	1	125	0.008	FN1	1.92129183332931e-29	2.41004151022887e-28
IPR000562	FN_type2_dom	Cardiopatia	2	125	0.016	FN1,MRC1	1.62161564620087e-06	5.87065917485378e-06
IPR000917	Sulfatase_N	Cardiopatia	1	125	0.008	GNS	0.000263227224080538	0.000729486299292964
IPR004045	Glutathione_S-Trfase_N	Cardiopatia	2	125	0.016	GSTT1,GSTT4	9.10042838112061e-16	5.83570071076344e-15
IPR040075	GST_N_Theta	Cardiopatia	1	125	0.008	GSTT1	1.09435039087355e-09	4.86000328866204e-09
IPR004046	GST_C	Cardiopatia	2	125	0.016	GSTT1,GSTT4	9.10042838112061e-16	5.83570071076344e-15
IPR040077	GST_C_Theta	Cardiopatia	2	125	0.016	GSTT1,GSTT4	9.92984640956846e-17	6.54363150492299e-16
IPR001346	Interferon_reg_fact_DNA-bd_dom	Cardiopatia	2	125	0.016	IRF4,IRF5	3.32132383802871e-11	1.66066191901435e-10
IPR000253	FHA_dom	Cardiopatia	1	125	0.008	KIF1A	2.22048459429799e-06	7.87913888299287e-06
IPR001752	Kinesin_motor_dom	Cardiopatia	1	125	0.008	KIF1A	0.000527714728032144	0.00139280912717735
IPR011705	BACK	Cardiopatia	1	125	0.008	KLHL3	1.37622518883027e-09	6.09288551092039e-09
IPR000210	BTB/POZ_dom	Cardiopatia	1	125	0.008	KLHL3	0.00090483974085136	0.00230235023028015
IPR000034	Laminin_IV	Cardiopatia	2	125	0.016	LAMA1,LAMA2	6.00286115632567e-15	3.73221367545466e-14
IPR039804	RING-CH-C4HC3_LTN1	Cardiopatia	1	125	0.008	LTN1	8.1147526341438e-07	3.00624255617244e-06
IPR018497	Peptidase_M13_C	Cardiopatia	1	125	0.008	MMEL1	0.000340472288817616	0.000922112448881043
IPR001609	Myosin_head_motor_dom	Cardiopatia	3	125	0.024	MYH11,MYO1C,MYO7B	2.13802459976944e-06	7.62437700167157e-06
IPR000857	MyTH4_dom	Cardiopatia	1	125	0.008	MYO7B	1.54041606501618e-82	4.68679781483646e-81
IPR000299	FERM_domain	Cardiopatia	1	125	0.008	MYO7B	9.42172674724608e-68	2.13858242040665e-66
IPR019749	Band_41_domain	Cardiopatia	1	125	0.008	MYO7B	9.42172674724608e-68	2.13858242040665e-66
IPR019748	FERM_central	Cardiopatia	1	125	0.008	MYO7B	9.42172674724608e-68	2.13858242040665e-66
IPR001452	SH3_domain	Cardiopatia	6	125	0.048	MYO7B,NEB,NPHP1,SPATA13,SPTAN1,TRIO	7.29026469282378e-08	2.87192245474876e-07
IPR001356	Homeobox_dom	Cardiopatia	2	125	0.016	PAX4,POU5F1	0.00076358295686579	0.00195335175012179
IPR001523	Paired_dom	Cardiopatia	1	125	0.008	PAX4	0.00164115432032576	0.00404629427252731
IPR013087	Znf_C2H2_type	Cardiopatia	2	125	0.016	PLAG1,POGZ	0.000324934667796112	0.000885060142758934
IPR013507	DNA_mismatch_S5_2-like	Cardiopatia	1	125	0.008	PMS2	0.00915425163494618	0.0199856180732413
IPR014790	MutL_C	Cardiopatia	1	125	0.008	PMS2	0.00503932532312714	0.0115115578467601
IPR004875	DDE_SF_endonuclease_dom	Cardiopatia	1	125	0.008	POGZ	1.0695992231056e-21	8.49737160578338e-21
IPR000327	POU_dom	Cardiopatia	1	125	0.008	POU5F1	0.00854280184789221	0.0187078202794577
IPR000626	Ubiquitin-like_dom	Cardiopatia	3	125	0.024	PRKN,SACS,TBCE	2.96467845435694e-07	1.11565531308695e-06
IPR041170	Znf-RING_14	Cardiopatia	1	125	0.008	PRKN	0.000582556811491408	0.00152942135435252
IPR019580	Prp8_U6-snRNA-bd	Cardiopatia	1	125	0.008	PRPF8	1.2193646657228e-278	8.71845735991802e-277
IPR012591	PRO8NT	Cardiopatia	1	125	0.008	PRPF8	1.2193646657228e-278	8.71845735991802e-277
IPR000555	JAMM/MPN+_dom	Cardiopatia	1	125	0.008	PRPF8	1.2193646657228e-278	8.71845735991802e-277
IPR019581	Prp8_U5-snRNA-bd	Cardiopatia	1	125	0.008	PRPF8	1.2193646657228e-278	8.71845735991802e-277
IPR012984	PROCT	Cardiopatia	1	125	0.008	PRPF8	1.2193646657228e-278	8.71845735991802e-277
IPR019582	RRM_spliceosomal_PrP8	Cardiopatia	1	125	0.008	PRPF8	1.2193646657228e-278	8.71845735991802e-277
IPR012592	PROCN	Cardiopatia	1	125	0.008	PRPF8	1.2193646657228e-278	8.71845735991802e-277
IPR004365	NA-bd_OB_tRNA	Cardiopatia	1	125	0.008	RPA1	4.15068576646689e-18	2.86738195461239e-17
IPR031657	REPA_OB_2	Cardiopatia	1	125	0.008	RPA1	1.62399136093938e-25	1.77275392835367e-24
IPR013662	RIH_assoc-dom	Cardiopatia	1	125	0.008	RYR1	6.25955212337751e-111	2.4192323071432e-109
IPR003877	SPRY_dom	Cardiopatia	1	125	0.008	RYR1	5.86500725342087e-87	1.95045590055624e-85
IPR014821	Ins145_P3_rcpt	Cardiopatia	1	125	0.008	RYR1	6.25955212337751e-111	2.4192323071432e-109
IPR000699	RIH_dom	Cardiopatia	1	125	0.008	RYR1	6.25955212337751e-111	2.4192323071432e-109
IPR016093	MIR_motif	Cardiopatia	1	125	0.008	RYR1	6.25955212337751e-111	2.4192323071432e-109
IPR005113	uDENN_dom	Cardiopatia	1	125	0.008	SBF2	0.0109191243483334	0.0235155840634289
IPR005112	dDENN_dom	Cardiopatia	1	125	0.008	SBF2	0.0109191243483334	0.0235155840634289
IPR000539	Frizzled/Smoothened_TM	Cardiopatia	1	125	0.008	SMO	7.11869615667013e-06	2.38401299860381e-05
IPR014837	EF-hand_Ca_insen	Cardiopatia	1	125	0.008	SPTAN1	0.00339257588206354	0.00800558335206413
IPR017978	GPCR_3_C	Cardiopatia	1	125	0.008	TAS1R3	1.93201315138128e-06	6.90694701618808e-06
IPR000938	CAP-Gly_domain	Cardiopatia	1	125	0.008	TBCE	0.0202819154974641	0.0422170875711407
IPR030400	Sedolisin_dom	Cardiopatia	1	125	0.008	TPP1	9.62947187733176e-21	7.28579089131451e-20
IPR000209	Peptidase_S8/S53_dom	Cardiopatia	1	125	0.008	TPP1	2.76888085597308e-10	1.28973929121873e-09
IPR015366	S53_propep	Cardiopatia	1	125	0.008	TPP1	9.62947187733176e-21	7.28579089131451e-20
IPR040692	UGGT_TRXL_3	Cardiopatia	2	125	0.016	UGGT1,UGGT2	2.83496335733929e-24	2.70266506733012e-23
IPR040497	Glyco_transf_24	Cardiopatia	2	125	0.016	UGGT1,UGGT2	2.83496335733929e-24	2.70266506733012e-23
IPR040693	UGGT_TRXL_1	Cardiopatia	2	125	0.016	UGGT1,UGGT2	2.83496335733929e-24	2.70266506733012e-23
IPR040525	UGGT_TRXL_4	Cardiopatia	2	125	0.016	UGGT1,UGGT2	2.83496335733929e-24	2.70266506733012e-23
IPR040694	UGGT_TRXL_2	Cardiopatia	2	125	0.016	UGGT1,UGGT2	2.83496335733929e-24	2.70266506733012e-23
IPR006164	Ku70/Ku80_beta-barrel_dom	Cardiopatia	1	125	0.008	XRCC5	1.47128315021001e-69	3.50655817466719e-68
IPR005160	Ku_C	Cardiopatia	1	125	0.008	XRCC5	1.47128315021001e-69	3.50655817466719e-68
IPR005161	Ku_N	Cardiopatia	1	125	0.008	XRCC5	1.47128315021001e-69	3.50655817466719e-68
IPR014893	Ku_PK_bind	Cardiopatia	1	125	0.008	XRCC5	1.47128315021001e-69	3.50655817466719e-68
IPR013525	ABC_2_trans	Neuropatías perifericas	2	70	0.0285714285714286	ABCG5,ABCG8	3.03478544390143e-34	4.05583475212995e-33
IPR013786	AcylCoA_DH/ox_N	Neuropatías perifericas	1	70	0.0142857142857143	ACAD10	0.00167822980422776	0.00411851695801838
IPR011945	HAD-SF_ppase_IA/epoxid_hydro_N	Neuropatías perifericas	1	70	0.0142857142857143	ACAD10	0.00022984460021603	0.00064446623197828
IPR006091	Acyl-CoA_Oxase/DH_cen-dom	Neuropatías perifericas	1	70	0.0142857142857143	ACAD10	0.00167822980422776	0.00411851695801838
IPR015590	Aldehyde_DH_dom	Neuropatías perifericas	1	70	0.0142857142857143	ALDH2	0.000402856808200852	0.00108695327495702
IPR000403	PI3/4_kinase_cat_dom	Neuropatías perifericas	3	70	0.0428571428571429	ATM,PI4KA,TRRAP	2.13114573833343e-37	3.10973306716001e-36
IPR006086	XPG-I_dom	Neuropatías perifericas	2	70	0.0285714285714286	BIVM-ERCC5,ERCC5	3.4320018851025e-11	1.70408426933909e-10
IPR006085	XPG_DNA_repair_N	Neuropatías perifericas	2	70	0.0285714285714286	BIVM-ERCC5,ERCC5	3.4320018851025e-11	1.70408426933909e-10
IPR013680	VDCC_a2/dsu	Neuropatías perifericas	1	70	0.0142857142857143	CACNA2D1	0.0103566506739813	0.0225076146866159
IPR013608	VWA_N	Neuropatías perifericas	1	70	0.0142857142857143	CACNA2D1	0.0103566506739813	0.0225076146866159
IPR016054	LY6_UPA_recep-like	Neuropatías perifericas	1	70	0.0142857142857143	CD177	0.0069376620322118	0.0154787623830436
IPR000644	CBS_dom	Neuropatías perifericas	1	70	0.0142857142857143	CLCNKB	6.59526908542254e-10	2.98456797220071e-09
IPR001304	C-type_lectin-like	Neuropatías perifericas	2	70	0.0285714285714286	COLEC11,MRC1	0.000882532209794973	0.00224959190732052
IPR001373	Cullin_N	Neuropatías perifericas	1	70	0.0142857142857143	CUL2	3.8771147631538e-12	2.06106844286615e-11
IPR016158	Cullin_homology	Neuropatías perifericas	1	70	0.0142857142857143	CUL2	3.8771147631538e-12	2.06106844286615e-11
IPR020635	Tyr_kinase_cat_dom	Neuropatías perifericas	3	70	0.0428571428571429	ERBB3,ERBB4,TYRO3	3.04281030826893e-05	9.6053393837187e-05
IPR001245	Ser-Thr/Tyr_kinase_cat_dom	Neuropatías perifericas	3	70	0.0428571428571429	ERBB3,ERBB4,TYRO3	0.010386237024723	0.0225376615255749
IPR006211	Furin-like_Cys-rich_dom	Neuropatías perifericas	2	70	0.0285714285714286	ERBB3,ERBB4	1.40502703063188e-22	1.18187567870799e-21
IPR000494	Rcpt_L-dom	Neuropatías perifericas	2	70	0.0285714285714286	ERBB3,ERBB4	1.40502703063188e-22	1.18187567870799e-21
IPR006102	Glyco_hydro_2_Ig-like	Neuropatías perifericas	1	70	0.0142857142857143	GUSB	0.00699486502339818	0.0155320760612724
IPR006104	Glyco_hydro_2_N	Neuropatías perifericas	1	70	0.0142857142857143	GUSB	0.00699486502339818	0.0155320760612724
IPR006103	Glyco_hydro_2_cat	Neuropatías perifericas	1	70	0.0142857142857143	GUSB	0.00699486502339818	0.0155320760612724
IPR013621	Ion_trans_N	Neuropatías perifericas	1	70	0.0142857142857143	HCN2	0.000119839720799092	0.00034973632804633
IPR000073	AB_hydrolase_1	Neuropatías perifericas	1	70	0.0142857142857143	LIPA	1.0345679338324e-13	5.91772858152133e-13
IPR031703	Lipin_mid	Neuropatías perifericas	1	70	0.0142857142857143	LPIN1	4.56515754324406e-26	5.02167329756847e-25
IPR013209	LNS2	Neuropatías perifericas	1	70	0.0142857142857143	LPIN1	4.56515754324406e-26	5.02167329756847e-25
